TradingDate,Y1,Y2,Y3,change
2000-3-3,6.2312846,-7.0005403,-0.9453762,1
2000-3-6,4.2854934,-7.821598,-1.9164141,-1
2000-3-7,5.5703187,-7.3842564,-0.9214629,1
2000-3-8,5.5972323,-7.3667893,-0.9294108,1
2000-3-9,5.0353036,-7.593003,-1.2774339,-1
2000-3-10,4.682915,-7.747815,-1.5471603,-1
2000-3-13,5.7837524,-7.2421675,-0.79688066,1
2000-3-14,4.6278415,-7.739575,-1.587009,-1
2000-3-15,5.2543497,-7.5337434,-1.0793115,1
2000-3-16,4.525472,-7.828492,-1.6605978,-1
2000-3-17,5.5828304,-7.4086447,-0.8211105,1
2000-3-20,5.8618865,-7.1449323,-0.7488769,1
2000-3-21,5.0612736,-7.5236115,-1.2385417,-1
2000-3-22,5.761436,-7.200609,-0.9070653,1
2000-3-23,6.1073737,-6.9539843,-0.8743858,1
2000-3-24,4.539218,-7.6793246,-1.7569174,-1
2000-3-27,6.6299233,-5.1709204,-0.8673265,1
2000-3-28,7.473791,-3.895753,-1.8113178,1
2000-3-29,4.5547295,-4.5739017,-3.2623837,-1
2000-3-30,6.73538,-4.079517,-1.4489131,1
2000-3-31,7.284077,-3.8598764,-1.7612522,1
2000-4-3,4.7017493,-3.9675758,-3.4997768,-1
2000-4-4,4.4685984,-4.165304,-3.281261,-1
2000-4-5,6.340099,-3.9718938,-1.6887069,1
2000-4-6,6.2880516,-3.8338811,-2.031734,1
2000-4-7,4.697743,-3.9857528,-3.2108948,-1
2000-4-10,4.856206,-4.0543404,-2.8738635,-1
2000-4-11,4.429741,-4.2630897,-2.966301,-1
2000-4-12,4.414641,-4.493351,-2.7769058,-1
2000-4-13,5.092738,-4.467693,-1.8367519,1
2000-4-14,4.683335,-4.447353,-2.0015616,-1
2000-4-17,4.0533385,-4.829626,-2.5388966,-1
2000-4-18,5.740228,-4.4470234,-1.3183763,1
2000-4-19,4.7214956,-4.5263085,-2.0198715,1
2000-4-20,5.68844,-4.1541696,-1.4691423,1
2000-4-21,3.9245539,-4.2850313,-2.1628697,-1
2000-4-24,4.4014,-4.6596065,-2.01692,-1
2000-4-25,4.06369,-4.790095,-1.8674825,-1
2000-4-26,4.279246,-5.0451674,-1.7654372,-1
2000-4-27,4.782568,-4.7470303,-1.5927567,1
2000-4-28,4.397638,-4.963366,-1.7295943,-1
2000-5-8,4.0919075,-5.3748193,-1.7530608,-1
2000-5-9,4.2380075,-5.4521527,-1.5309083,-1
2000-5-10,3.7925773,-7.0869474,-1.8275268,-1
2000-5-11,4.050718,-6.894943,-1.2141219,-1
2000-5-12,4.3526535,-6.7037497,-0.80122524,1
2000-5-15,4.358234,-6.698043,-0.78000563,1
2000-5-16,4.4968963,-6.589007,-0.698184,1
2000-5-17,4.2528515,-6.5912085,-0.8312354,-1
2000-5-18,5.1534963,-6.020107,-0.39292336,1
2000-5-19,4.3015857,-6.2221437,-0.8773853,-1
2000-5-22,4.8588705,-5.861023,-0.5399365,1
2000-5-23,4.071006,-5.98235,-1.047926,-1
2000-5-24,4.3726344,-5.9417825,-0.78722733,1
2000-5-25,5.256729,-5.6011252,-0.50913715,1
2000-5-26,4.1287527,-5.6051664,-1.2690496,-1
2000-5-30,6.3005233,-4.223787,-0.8797246,1
2000-5-31,6.4688587,-3.6261675,-1.1951473,1
2000-6-1,5.7299767,-3.1782644,-1.6176733,1
2000-6-2,4.0324826,-2.9606774,-2.3490422,-1
2000-6-5,4.330421,-2.9599874,-2.0022225,-1
2000-6-6,4.632875,-3.0206854,-1.6906008,-1
2000-6-7,4.7372093,-2.8499308,-1.639767,1
2000-6-8,4.631276,-2.8575919,-1.6650643,-1
2000-6-9,5.6827397,-3.0677555,-1.4315879,1
2000-6-12,4.4710217,-3.0788398,-1.898802,-1
2000-6-13,5.362958,-2.9327233,-1.5098442,1
2000-6-14,4.19831,-2.7249198,-2.0642397,-1
2000-6-15,6.240842,-3.2121391,-1.2534045,1
2000-6-16,4.161466,-2.5985272,-2.208058,-1
2000-6-19,6.0785327,-3.01499,-1.3221883,1
2000-6-20,4.2163486,-2.5267608,-2.211904,-1
2000-6-21,4.910708,-2.244082,-1.6340692,1
2000-6-22,4.0400147,-2.3132157,-2.105965,-1
2000-6-23,4.910048,-2.0264711,-1.5122503,1
2000-6-26,4.5526757,-1.9363918,-1.6636825,-1
2000-6-27,4.5037155,-1.9007081,-1.6643015,-1
2000-6-28,4.720997,-1.8580819,-1.5630847,1
2000-6-29,4.438194,-1.8727924,-1.6886538,-1
2000-6-30,3.8764744,-1.4433949,-1.7660447,-1
2000-7-3,4.4106655,-0.891566,-1.4669809,1
2000-7-4,4.774393,-0.48203874,-1.3871489,1
2000-7-5,3.9327788,-1.0028284,-1.6530542,-1
2000-7-6,4.230988,-0.8217173,-1.4955229,-1
2000-7-7,4.4453154,-0.60378176,-1.4554605,1
2000-7-10,4.251471,-0.6818287,-1.4977446,-1
2000-7-11,4.2094336,-0.695116,-1.506965,-1
2000-7-12,4.5544806,-0.41799387,-1.4505367,1
2000-7-13,4.207347,-0.52757806,-1.5536537,-1
2000-7-14,4.6403008,-0.14590105,-1.5014955,1
2000-7-17,4.655612,-0.04926473,-1.5598245,1
2000-7-18,4.5059633,-0.08576008,-1.622733,1
2000-7-19,4.532869,0.51133835,-1.7510859,1
2000-7-20,4.5984116,1.36512,-1.9112539,1
2000-7-21,4.521594,0.9367507,-1.8907808,-1
2000-7-24,4.509114,0.90047306,-1.8980025,-1
2000-7-25,4.5608225,1.0206969,-1.8763822,1
2000-7-26,4.650599,2.3655934,-2.0897696,1
2000-7-27,4.386032,2.7627084,-2.254027,1
2000-7-28,4.362611,2.960184,-2.3162084,1
2000-7-31,3.9682682,3.1784804,-2.5684536,-1
2000-8-1,3.978809,3.3391697,-2.575835,1
2000-8-2,3.846636,3.4299176,-2.6409125,1
2000-8-3,3.6956983,3.3615408,-2.7884305,-1
2000-8-4,3.4227426,3.3294158,-3.1864324,-1
2000-8-7,3.8623,3.7160594,-3.275522,1
2000-8-8,3.554604,3.6529117,-3.780516,-1
2000-8-9,4.448485,4.1961102,-3.1821105,1
2000-8-10,3.8075686,3.9083297,-3.451478,-1
2000-8-11,3.6353955,3.8694263,-3.7014093,-1
2000-8-14,3.6561205,3.8178616,-3.903215,-1
2000-8-15,4.9247584,4.7780004,-3.0698202,1
2000-8-16,3.732822,4.452402,-3.3410244,1
2000-8-17,3.729022,4.4653244,-3.3467178,1
2000-8-18,3.4588099,4.017214,-3.5611832,-1
2000-8-21,3.5531213,4.0787683,-3.888641,-1
2000-8-22,3.5235033,4.002119,-4.090925,-1
2000-8-23,3.6895545,3.9466276,-4.321639,-1
2000-8-24,4.1190276,4.107847,-4.235914,1
2000-8-25,4.3956614,4.2690835,-4.0819626,1
2000-8-28,4.8445406,4.716229,-3.3790588,1
2000-8-29,3.796401,4.466439,-3.6589372,1
2000-8-30,3.6792498,4.482885,-3.8708913,-1
2000-8-31,3.1924846,4.3838468,-4.962633,-1
2000-9-1,4.3296347,4.2874365,-4.4277797,1
2000-9-4,4.6919694,4.592387,-4.2057767,1
2000-9-5,3.524394,4.4685946,-4.9392776,-1
2000-9-6,4.4745026,4.524151,-4.5837626,1
2000-9-7,4.502388,4.559706,-4.5840225,1
2000-9-8,4.9276133,4.9543843,-3.9559689,1
2000-9-11,4.9757366,7.0313964,-3.29288,1
2000-9-12,3.3508773,6.566679,-4.4499273,-1
2000-9-13,3.3048596,6.390059,-4.494634,-1
2000-9-14,4.7920866,7.401154,-3.4070613,1
2000-9-15,3.1755605,6.8206377,-4.563495,-1
2000-9-18,3.1337512,6.0863185,-4.796068,-1
2000-9-19,3.343405,5.419953,-4.913824,-1
2000-9-20,3.5843818,4.9742155,-4.977768,-1
2000-9-21,4.5826526,4.9886117,-4.7112117,1
2000-9-22,4.543387,5.0639553,-4.75974,1
2000-9-25,4.961153,7.007319,-3.367629,1
2000-9-26,3.712589,7.0527763,-4.2377887,1
2000-9-27,4.8021693,7.4359097,-3.3368115,1
2000-9-28,3.4403305,7.463498,-4.3719454,-1
2000-9-29,3.679222,7.5243883,-4.227045,1
2000-10-9,3.0453975,7.823619,-4.4362063,-1
2000-10-10,4.5694184,8.162578,-3.5165935,1
2000-10-11,4.508842,8.448897,-3.5632787,1
2000-10-12,2.8560798,8.442185,-4.917593,-1
2000-10-13,3.6837199,8.692055,-4.391467,1
2000-10-16,2.2066362,8.200444,-4.8429914,-1
2000-10-17,4.239348,8.616159,-3.7666416,1
2000-10-18,3.4126823,8.75143,-4.269726,1
2000-10-19,2.5478423,8.467948,-4.569837,-1
2000-10-20,3.9124436,8.736454,-3.8717732,1
2000-10-23,3.2981007,8.823642,-4.17177,1
2000-10-24,3.753283,8.926584,-4.040742,1
2000-10-25,3.5039637,8.805504,-4.388101,1
2000-10-26,3.5434816,9.021768,-4.2494164,1
2000-10-27,2.8926232,8.901041,-4.4528813,-1
2000-10-30,2.59224,8.87977,-4.2799606,-1
2000-10-31,2.6723156,8.959651,-4.0695786,-1
2000-11-1,2.5774684,9.10438,-3.8631356,-1
2000-11-2,2.9406521,9.271604,-3.6619058,1
2000-11-3,2.7692537,9.318028,-3.7252507,1
2000-11-6,3.1800148,9.466086,-3.415631,1
2000-11-7,3.1304662,9.405088,-3.7172503,1
2000-11-8,1.8157045,9.534734,-3.8060544,-1
2000-11-9,1.1016448,9.847361,-3.1392164,-1
2000-11-10,0.8022667,10.029522,-2.6660666,-1
2000-11-13,2.2306597,10.255565,-1.9243901,1
2000-11-14,1.9540912,10.215239,-2.1075563,1
2000-11-15,0.6688176,10.092519,-2.5825503,-1
2000-11-16,0.83675134,10.188434,-1.9501761,-1
2000-11-17,2.431163,10.292271,-1.863315,1
2000-11-20,1.5441678,10.219093,-2.2914646,-1
2000-11-21,1.9332596,10.171559,-2.1926053,1
2000-11-22,4.6558514,8.804719,-2.1836214,1
2000-11-23,4.4583116,9.028115,-2.339403,1
2000-11-24,0.65825725,9.365453,-4.053033,-1
2000-11-27,2.7977111,10.041986,-2.617243,1
2000-11-28,4.4569144,8.994431,-2.4164982,1
2000-11-29,2.2231822,9.969808,-4.0747604,-1
2000-11-30,1.7316186,9.816953,-3.9444141,-1
2000-12-1,2.2637682,9.959183,-3.5053966,-1
2000-12-4,2.7918012,10.049449,-3.1271021,1
2000-12-5,1.7361723,9.9157,-3.6557274,-1
2000-12-6,2.629913,10.001489,-3.2515595,1
2000-12-7,1.4358974,9.865579,-3.5338922,-1
2000-12-8,1.0166904,10.017341,-3.040754,-1
2000-12-11,0.6353616,10.16982,-2.811991,-1
2000-12-12,2.2134783,10.489997,-1.9397053,1
2000-12-13,1.8959804,10.518828,-2.2422607,1
2000-12-14,1.6641064,10.457831,-2.389493,-1
2000-12-15,2.7912438,10.168562,-2.4044435,1
2000-12-18,0.73259175,10.034434,-3.1545067,-1
2000-12-19,1.3928574,10.443606,-2.2065923,-1
2000-12-20,1.3282449,10.465345,-2.097946,-1
2000-12-21,0.9582301,10.454986,-2.0746603,-1
2000-12-22,1.0527519,10.462738,-1.9989654,-1
2000-12-25,0.6124065,10.439558,-2.0025723,-1
2000-12-26,1.3262745,10.561577,-1.5813731,1
2000-12-27,0.7712723,10.534766,-1.9149618,-1
2000-12-28,0.55594105,10.550192,-1.8372602,-1
2000-12-29,1.0490412,10.663081,-1.5221994,1
2001-1-2,10.516453,3.6427104,3.9325788,1
2001-1-3,11.059564,3.837527,1.0631319,1
2001-1-4,10.897251,3.1410875,3.7482138,-1
2001-1-5,10.925337,3.2710366,3.8043234,-1
2001-1-8,10.885991,3.225555,3.7621787,-1
2001-1-9,10.96152,3.3376415,3.8176298,-1
2001-1-10,11.056537,3.8387868,1.0662926,1
2001-1-11,11.052468,3.840984,1.077822,-1
2001-1-12,10.86199,3.2841692,3.7679968,1
2001-1-15,11.058122,3.838629,1.0710006,-1
2001-1-16,10.931876,3.3299575,3.7903652,-1
2001-1-17,11.058398,3.8384442,1.0680099,1
2001-1-18,11.093631,3.823346,1.0090388,1
2001-1-19,10.294712,1.4917114,2.8773503,1
2001-2-5,11.381677,2.3144293,3.9715443,-1
2001-2-6,11.323387,2.361427,3.6353478,-1
2001-2-7,10.778227,1.6631211,3.105707,1
2001-2-8,11.19396,1.6419972,3.3860044,1
2001-2-9,11.254679,1.5641326,3.2011118,1
2001-2-12,11.8279705,1.9644938,3.6313357,-1
2001-2-13,11.474174,1.7972885,3.297039,1
2001-2-14,11.601073,1.9728445,3.4660268,-1
2001-2-15,11.614701,1.9725835,3.4070892,-1
2001-2-16,11.166787,1.5855538,2.9958405,1
2001-2-19,11.318251,1.5168957,3.085902,1
2001-2-20,11.930322,2.015252,3.5886571,-1
2001-2-21,11.934922,2.4342022,3.6822395,-1
2001-2-22,11.764252,2.5011728,3.5099192,-1
2001-2-23,10.944093,1.7147732,2.809396,1
2001-2-26,10.846646,1.5198104,2.8315265,1
2001-2-27,11.86888,2.1350486,3.5981524,-1
2001-2-28,12.363051,1.662956,3.0287082,-1
2001-3-1,12.261304,1.5637621,2.9101696,-1
2001-3-2,11.924227,1.497415,2.8503406,1
2001-3-5,12.577279,1.6086719,2.9541452,-1
2001-3-6,12.152796,1.1912253,2.539565,1
2001-3-7,12.370112,1.3570004,2.7231278,1
2001-3-8,11.616056,0.95332617,2.324791,1
2001-3-9,12.826368,1.3926793,2.807393,-1
2001-3-12,12.678651,1.334225,2.6926246,-1
2001-3-13,12.777309,1.5031861,2.8672087,-1
2001-3-14,12.366893,1.1005406,2.472389,1
2001-3-15,12.599705,1.3219657,2.6822362,-1
2001-3-16,12.429518,1.1677808,2.5213454,1
2001-3-19,12.086383,0.90277165,2.2237737,1
2001-3-20,12.979588,1.307175,2.6346028,-1
2001-3-21,12.773072,1.0036983,2.14745,1
2001-3-22,12.919393,1.0516852,2.1403077,1
2001-3-23,13.055869,1.1384532,2.2502136,-1
2001-3-26,12.324802,3.5286403,-0.5566084,1
2001-3-27,12.373573,3.5190344,-0.6225579,1
2001-3-28,12.466696,3.4997559,-0.7241721,-1
2001-3-29,12.463321,3.502156,-0.74285805,1
2001-3-30,15.132589,8.545332,0.469726,1
2001-4-2,15.109425,8.549786,0.40053326,1
2001-4-3,13.672034,1.2219676,0.8625002,-1
2001-4-4,15.059341,8.562594,0.32386667,1
2001-4-5,15.053876,8.564903,0.32672927,1
2001-4-6,15.055025,8.56605,0.330331,1
2001-4-9,15.056397,8.56378,0.17956235,-1
2001-4-10,12.996864,3.4040592,-1.3253083,-1
2001-4-11,13.158014,3.3801308,-1.5126009,1
2001-4-12,13.774475,1.2680815,0.63751584,-1
2001-4-13,13.779769,1.2718408,0.61945647,1
2001-4-16,13.79042,1.2759985,0.5973395,1
2001-4-17,13.7755375,1.2681519,0.63608295,-1
