Timestamp,Open,High,Low,change,Volume (BTC),Volume (Currency),Weighted Price
2021-3-15 5:29,59639.38,59670,59602.95,59588.89922,0.18,10505.4,59628.19
2021-3-15 5:30,59670,59789.76,59664.03,59579.29599,1.09,65118.79,59689.69
2021-3-15 5:31,59779.33,59779.33,59758.38,59569.59636,0.05,2754.68,59759.92
2021-3-15 5:32,59744.55,59750.36,59703.22,59559.79857,0.35,21024.62,59740.74
2021-3-15 5:33,59765.6,59768.63,59765.6,59549.90233,0.01,895.3,59766.02
2021-3-15 5:34,59801.3,59801.3,59714.14,59539.90872,0.95,56714.38,59728.49
2021-3-15 5:35,59716.99,59743.61,59692.6,59529.82053,0.62,36756.53,59732.37
2021-3-15 5:36,59742.48,59751.84,59674.16,59519.64204,0.62,36935.78,59683.72
2021-3-15 5:37,59687.97,59687.97,59512.94,59509.37888,1.01,59999.37,59576.37
2021-3-15 5:38,59507.24,59542.51,59415.26,59499.03795,4.19,248815.65,59453.46
2021-3-15 5:39,59427.07,59472.62,59383.59,59488.62619,0.44,25888.77,59454.64
2021-3-15 5:40,59392.05,59446.04,59392.05,59478.15006,6.82,405569.24,59430.05
2021-3-15 5:41,59456.62,59469.46,59424.17,59467.61551,0.24,14548.76,59446.7
2021-3-15 5:42,59469.47,59507.52,59450.65,59457.02825,1.39,82925.03,59460.32
2021-3-15 5:43,59438.98,59438.98,59260,59446.3939,6.4,379303.79,59301.76
2021-3-15 5:44,59253.22,59352.52,59249.62,59435.71809,3.31,196222.64,59288.31
2021-3-15 5:45,59317.97,59338.37,59293.44,59425.00498,0.13,7758.99,59314.11
2021-3-15 5:46,59405.78,59405.78,59320.04,59414.25806,4.14,245962.59,59354.06
2021-3-15 5:47,59401.99,59431.01,59399.03,59403.48015,0.14,8274.39,59408.31
2021-3-15 5:48,59450.59,59502.41,59444.97,59392.67396,1.78,105963.71,59468.11
2021-3-15 5:49,59391,59420.76,59291.44,59381.84241,6.32,374928.43,59322.04
2021-3-15 5:50,59331.27,59331.27,59252.23,59370.98884,7.03,416801.46,59261.44
2021-3-15 5:51,59250.73,59250.73,59152.97,59360.11641,10.5,621365.99,59193.76
2021-3-15 5:52,59224.62,59392.39,59224.62,59349.22736,45.51,2697146.34,59263.62
2021-3-15 5:53,59381.96,59397.32,59206.91,59338.3229,12.18,722463.1,59337.77
2021-3-15 5:54,59235.38,59239.65,59120.79,59327.40447,1.92,113943.15,59208.83
2021-3-15 5:55,59190.8,59205.95,59125,59316.4725,3.1,183375.49,59149.57
2021-3-15 5:56,59170.87,59194.57,59109.18,59305.52627,1.46,86380.3,59148.49
2021-3-15 5:57,59115.86,59166.47,59088.8,59294.5637,1.61,94925.48,59117.31
2021-3-15 5:58,59138.06,59138.06,59000,59283.58125,18.69,1104027.35,59070.51
2021-3-15 5:59,59077.44,59092.41,58990.08,59272.574,2.26,133668.94,59020.27
2021-3-15 6:00,59000,59031.26,58948.13,59261.53541,4.48,264229.58,58994.49
2021-3-15 6:01,58982.91,59166.47,58982.91,59250.45684,48.24,2850569.29,59094.5
2021-3-15 6:02,59131.69,59238.33,59118.62,59239.32747,6.36,376620.83,59185.35
2021-3-15 6:03,59200.28,59200.28,59101.05,59228.13574,4.31,255015.56,59178.97
2021-3-15 6:04,59180.54,59320.25,59180.54,59216.86985,8.24,488022.9,59248
2021-3-15 6:05,59260.66,59291.84,59224.44,59205.51761,3.03,179812.78,59262.84
2021-3-15 6:06,59273.23,59325.92,59265.52,59194.06708,4.85,287421.51,59293
2021-3-15 6:07,59320.85,59325.92,59252.73,59182.50698,6.64,394044.33,59319
2021-3-15 6:08,59286.52,59335.53,59276.14,59170.82705,3.19,188962.38,59303.22
2021-3-15 6:09,59329.27,59352.76,59272.45,59159.01785,3.7,219589.27,59308.43
2021-3-15 6:10,59308.34,59308.34,59169.84,59147.07123,2.02,119808.72,59222.47
2021-3-15 6:11,59170.48,59177.07,59116.47,59134.98002,4.66,275482.67,59148.47
2021-3-15 6:12,59187.91,59187.91,59065.43,59122.73749,7.72,456555.51,59105.69
2021-3-15 6:13,59157.49,59227.5,59154.67,59110.33722,0.74,44093.65,59196
2021-3-15 6:14,59266.68,59311.88,59255.95,59097.7729,5.59,331637.14,59275.29
2021-3-15 6:15,59254.96,59255.33,59194.8,59085.03912,7.63,452262.71,59236.49
2021-3-15 6:16,59208.08,59222.94,59148.75,59072.1317,3.71,219692.26,59187.32
2021-3-15 6:17,59202.13,59202.13,59142.28,59059.0474,0.11,6483.72,59157.81
2021-3-15 6:18,59204.18,59204.18,59136.1,59045.78398,0.1,6057.13,59173.36
2021-3-15 6:19,59160.47,59179.32,59071.3,59032.34019,7.66,453222.56,59139.72
2021-3-15 6:20,59111.71,59200.65,59064.11,59018.71578,3.59,212058.6,59146.17
2021-3-15 6:21,59201.26,59201.26,59004.22,59004.91123,1.45,85411.31,59071.71
2021-3-15 6:22,59059.78,59072.73,58960,58990.9284,3.45,203329.91,58997.84
2021-3-15 6:23,58960,58992.23,58780,58976.76996,12.22,719584.33,58893.96
2021-3-15 6:24,58865.55,58937.87,58795.71,58962.43853,0.87,51056.6,58846.82
2021-3-15 6:25,58967,59068.02,58967,58947.93612,27.35,1614410.26,59026.55
2021-3-15 6:26,59074.42,59106.73,59070.55,58933.26444,1.3,76613.75,59091.55
2021-3-15 6:27,59084.89,59150,59012.56,58918.42606,3.04,179637.41,59079.37
2021-3-15 6:28,59012.56,59207.17,59010.64,58903.42491,20.39,1205266.67,59101.73
2021-3-15 6:29,59199.37,59211.48,59137.97,58888.26561,1.27,75104.62,59162.22
2021-3-15 6:30,59172.73,59177.2,59033.79,58872.9551,0.46,27277.45,59121.74
2021-3-15 6:31,59000,59003.38,58941.45,58857.50242,1.73,102067.62,58965.27
2021-3-15 6:32,58977.55,58977.55,58822.02,58841.91785,2.59,152698.94,58874.42
2021-3-15 6:33,58890.64,58890.64,58778.54,58826.2126,3.11,182629.45,58812.62
2021-3-15 6:34,58787.37,58820,58634.52,58810.39776,37.92,2229043.39,58778.35
2021-3-15 6:35,58631,58754.75,58555,58794.48419,6.75,395762.45,58672.59
2021-3-15 6:36,58667.37,58667.37,58500,58778.48162,7.01,410515.37,58562.66
2021-3-15 6:37,58546.57,58635.91,58489.04,58762.39912,15.19,888685.26,58504.4
2021-3-15 6:38,58665.34,58751.46,58659.75,58746.24439,1.09,63700.2,58700.51
2021-3-15 6:39,58735.89,58863.31,58728.31,58730.02404,5.97,350914.36,58816.05
2021-3-15 6:40,58826.5,58853.55,58730.96,58713.74463,14.59,857743.82,58776.9
2021-3-15 6:41,58742.99,58802,58742.99,58697.41372,2.28,134000.46,58768.39
2021-3-15 6:42,58764.81,58772.91,58443.46,58681.03917,9.26,542681,58577.25
2021-3-15 6:43,58500,58603.87,58375.01,58664.62958,4.1,239609.86,58433.55
2021-3-15 6:44,58569.26,58676.86,58485.94,58648.19214,9.62,563558.8,58571.08
2021-3-15 6:45,58500,58575.27,58469.8,58631.73298,3.12,182569.32,58513.39
2021-3-15 6:46,58605.21,58682.89,58577.08,58615.25732,9.81,574987.9,58624.23
2021-3-15 6:47,58651.93,58651.93,58558,58598.76975,0.98,57677.74,58606.95
2021-3-15 6:48,58609.93,58703.62,58609.93,58582.2752,4.45,261045.74,58646.9
2021-3-15 6:49,58652.3,58677.32,58585.96,58565.77844,1.4,82245.56,58623.52
2021-3-15 6:50,58524.63,58685.02,58513.01,58549.28504,2.78,162858.21,58562.79
2021-3-15 6:51,58661.94,58744.67,58661.94,58532.80078,1.79,104808.72,58706.76
2021-3-15 6:52,58726.05,58726.05,58621.71,58516.33198,3,175744.57,58632.57
2021-3-15 6:53,58636.41,58659.48,58600,58499.88636,2.71,159121.82,58624.96
2021-3-15 6:54,58592.11,58655.52,58488.59,58483.47257,3.79,221891.76,58586.89
2021-3-15 6:55,58546.91,58585.17,58546.91,58467.10005,2.26,132227.05,58565.96
2021-3-15 6:56,58598.74,58632.34,58573.51,58450.77875,1.4,81786.91,58598.05
2021-3-15 6:57,58599.81,58639.84,58564.47,58434.51951,0.9,52622.58,58603.7
2021-3-15 6:58,58611.89,58716.94,58611.89,58418.3344,1.17,68403.32,58690.17
2021-3-15 6:59,58683.14,58784.83,58683.14,58402.2371,3.85,226112.57,58718.02
2021-3-15 7:00,58738.16,58773.57,58692.88,58386.24322,7.02,412229.17,58720.93
2021-3-15 7:01,58730.22,58748.54,58500,58370.37098,4.04,236915.43,58650.69
2021-3-15 7:02,58528.14,58615.39,58511.93,58354.64118,9.28,543587.6,58558.3
2021-3-15 7:03,58621.85,58659.04,58568.46,58339.0756,1.88,110334.66,58637.48
2021-3-15 7:04,58605.64,58618.92,58464.57,58323.69804,3.21,187757.95,58558.93
2021-3-15 7:05,58487.97,58499.31,58267.25,58308.5341,17.04,994626.65,58374.01
2021-3-15 7:06,58317.18,58317.18,58183.86,58293.61059,9.82,571881.38,58217.69
2021-3-15 7:07,58180.96,58376,58121.36,58278.95455,12.01,699616.43,58241.12
2021-3-15 7:08,58280.87,58333.2,58172.89,58264.59221,7.32,426189.28,58249.12
2021-3-15 7:09,58289.08,58289.08,58205.52,58250.54959,3.72,216709.41,58277.29
2021-3-15 7:10,58229.57,58244.94,58056.01,58236.85269,21.44,1246612.55,58138.67
2021-3-15 7:11,58072.18,58128.92,58050.02,58223.52728,6.39,371153.23,58103.35
2021-3-15 7:12,58128.92,58175.23,58128.92,58210.59773,3.87,224949.7,58142.37
2021-3-15 7:13,58134.79,58134.79,57997.33,58198.08769,16.68,967985.19,58031.37
2021-3-15 7:14,58080.02,58102.49,58049.35,58186.02021,1.3,75398.96,58066.66
2021-3-15 7:15,58040.7,58128.28,58040.7,58174.41724,1.92,111822.99,58092.39
2021-3-15 7:16,58105.73,58151,58038.51,58163.29963,2.01,116515.61,58108.85
2021-3-15 7:17,57990,57997.41,57650,58152.68761,67.98,3929077.74,57797.02
2021-3-15 7:18,57818.06,57964.16,57732.76,58142.60059,34.05,1968936.35,57830.57
2021-3-15 7:19,57812.83,57904.69,57773.59,58133.05515,13.96,807353.34,57813.05
2021-3-15 7:20,57916.27,57926.42,57756.57,58124.06487,3.92,227062.81,57858
2021-3-15 7:21,57780,57780.01,57605.63,58115.64151,12.51,721156.07,57658.7
2021-3-15 7:22,57605.63,57668.41,57502,58107.79445,45.72,2633902.34,57608.03
2021-3-15 7:23,57600,57601.92,57502.61,58100.52915,22.04,1268640.34,57556.94
2021-3-15 7:24,57502.01,57539.33,57448,58093.84716,18.95,1089697.56,57500.01
2021-3-15 7:25,57496.73,57530.11,57319.31,58087.74543,20.58,1182061.63,57425.92
2021-3-15 7:26,57473.58,57647.65,57402.9,58082.2164,17.91,1030008.17,57526.29
2021-3-15 7:27,57570.98,57657.42,57491.15,58077.24778,7.36,423752.42,57598.02
2021-3-15 7:28,57657.42,57781.72,57657.42,58072.82378,3.18,183510.76,57738.83
2021-3-15 7:29,57790.87,57893.32,57746.5,58068.92538,4.55,262886.87,57806.92
2021-3-15 7:30,57809.53,57821.31,57728.54,58065.53132,5.3,306516.9,57791.87
2021-3-15 7:31,57795.36,57944.83,57795.36,58062.61897,1.99,115360.28,57883.68
2021-3-15 7:32,57930.77,58185.18,57920.28,58060.16355,5.47,317684.11,58102.02
2021-3-15 7:33,58167.61,58259.72,58158.81,58058.13937,7.96,463443.95,58211.62
2021-3-15 7:34,58235.09,58250,58173,58056.52131,7.64,444939.94,58219.88
2021-3-15 7:35,58194.24,58226.64,57943.28,58055.28562,6.61,384024.64,58098.03
2021-3-15 7:36,57968.62,58030.08,57911.61,58054.40991,2,115819.76,57949.3
2021-3-15 7:37,58099.99,58139.21,58066.65,58053.87116,3.11,180452.71,58105.18
2021-3-15 7:38,58095.47,58095.47,57989.09,58053.64612,6.22,360637.06,58014.6
2021-3-15 7:39,58053.63,58165.57,58043.24,58053.71191,3.34,193943.63,58090.81
2021-3-15 7:40,58126.82,58227.6,58126.82,58054.04554,14.05,817764.34,58197.72
2021-3-15 7:41,58216.26,58279.05,58160,58054.62445,7.76,451758.15,58216.59
2021-3-15 7:42,58275.99,58296.95,58200,58055.4273,4.11,239293.15,58250.2
2021-3-15 7:43,58268.2,58337.76,58241.29,58056.43449,7.21,420483.87,58279.95
2021-3-15 7:44,58280.16,58386.75,58280.16,58057.62802,9.16,534659.7,58343.51
2021-3-15 7:45,58364.74,58367.68,58297.84,58058.99162,9.74,568082.1,58342.15
2021-3-15 7:46,58298.57,58326.8,58232.59,58060.51149,1.23,71609.42,58282.36
2021-3-15 7:47,58215.33,58215.33,58101.66,58062.17573,3.18,185186.98,58165.53
2021-3-15 7:48,58178.95,58277.79,58178.94,58063.97378,4.59,267122.96,58202.9
2021-3-15 7:49,58282.72,58282.72,58184.94,58065.89595,1.92,111843.88,58217.09
2021-3-15 7:50,58201.79,58215.01,58118.42,58067.93395,0.91,52784.41,58155.28
2021-3-15 7:51,58100,58100,57956.46,58070.08075,2.72,157597.43,57994.65
2021-3-15 7:52,58016.74,58020.77,57918.39,58072.32968,5.39,312596.17,57957.55
2021-3-15 7:53,57940.1,57940.1,57796.36,58074.67371,6.62,383302.08,57862.08
2021-3-15 7:54,57848.66,57999.98,57848.66,58077.10493,0.5,28917.39,57886.23
2021-3-15 7:55,57942.01,58133.16,57942.01,58079.61369,8.93,518026.92,58039.44
2021-3-15 7:56,58133.14,58133.14,58058.93,58082.1897,1.07,62279.29,58118.31
2021-3-15 7:57,58052.93,58052.93,57981.15,58084.82302,0.9,52230.96,58013.63
2021-3-15 7:58,57988.97,58000.13,57858.6,58087.50358,8.44,489259.48,57934.84
2021-3-15 7:59,57940.03,57940.16,57809.35,58090.22049,3.55,205636.62,57899.65
2021-3-15 8:00,57809.35,57931.81,57674.08,58092.96155,7.89,456278.29,57801.17
2021-3-15 8:01,57681.55,57729.02,57553.12,58095.71237,12.14,699455.53,57636.79
2021-3-15 8:02,57803.03,57860.84,57750,58098.45556,3.45,199568.99,57790.73
2021-3-15 8:03,57781.97,57820.04,57725.69,58101.17069,1.22,70594.54,57759.35
2021-3-15 8:04,57895.77,58075.27,57850.43,58103.83493,3.34,193479.83,58001.91
2021-3-15 8:05,58010.31,58178.95,58006.4,58106.42331,3.79,219978.85,58053.63
2021-3-15 8:06,58141.87,58182.21,58096.84,58108.91062,5.37,311894.68,58133.57
2021-3-15 8:07,58107.43,58335.98,58107.43,58111.27221,9.93,578352.53,58214.39
2021-3-15 8:08,58244.49,58262.99,58191.35,58113.48335,6.71,390530.5,58225.69
2021-3-15 8:09,58233.28,58300,58233.28,58115.5198,3.85,224175.55,58272.32
2021-3-15 8:10,58287.76,58287.76,58224.03,58117.35816,10.33,601984.09,58252.74
2021-3-15 8:11,58211.05,58214.87,58074.07,58118.9764,17.15,997111.17,58148.28
2021-3-15 8:12,58111.54,58111.54,57960.95,58120.35329,4.16,241090.71,57984.68
2021-3-15 8:13,57988.94,58145.05,57988.94,58121.46778,4.75,275705.45,58090.47
2021-3-15 8:14,58130.91,58182.13,58049.6,58122.29775,2.87,167014.06,58111.42
2021-3-15 8:15,58044.14,58103.85,58000,58122.82123,1.69,97919.92,58041.83
2021-3-15 8:16,58040.02,58099.1,57918.8,58123.01572,16.16,936940.82,57986.46
2021-3-15 8:17,58052.47,58160.4,58052.47,58122.85787,4.3,249746.1,58138
2021-3-15 8:18,58135.91,58219.76,58117.67,58122.324,3.76,218401.59,58153.45
2021-3-15 8:19,58236.3,58246.02,58180.71,58121.39067,4.99,290222.97,58210.19
2021-3-15 8:20,58236.19,58249.8,58136.06,58120.03521,5.2,302451.4,58188.11
2021-3-15 8:21,58143.55,58202.98,58143.55,58118.23579,2.81,163446.67,58169.47
2021-3-15 8:22,58202.91,58218.19,58168.7,58115.97076,4.86,282691.97,58206.19
2021-3-15 8:23,58192.44,58281.99,58192.44,58113.21913,4.55,265173.04,58248.61
2021-3-15 8:24,58285.9,58325.79,58270.31,58109.96051,8.06,469741.59,58288.44
2021-3-15 8:25,58326.84,58379.4,58326.84,58106.17569,11.33,661222.4,58358.08
2021-3-15 8:26,58340.2,58340.2,58222.71,58101.84714,4.01,233694.44,58304.69
2021-3-15 8:27,58200,58283.71,58161.53,58096.95938,8.49,494603.38,58230.35
2021-3-15 8:28,58200,58287.41,58181.68,58091.49786,8.08,470407.46,58247.78
2021-3-15 8:29,58221,58282.88,58220.99,58085.44882,2.31,134391.89,58244.41
2021-3-15 8:30,58217.6,58217.6,58033.29,58078.79966,4.24,246385.25,58081.59
2021-3-15 8:31,58104.22,58112.68,57993.02,58071.53884,9.49,550474.73,58031.6
2021-3-15 8:32,58059.84,58069.84,57991.63,58063.65508,3.28,190097.88,58034.4
2021-3-15 8:33,58080,58126.88,58069.02,58055.13705,1.13,65897.02,58094.62
2021-3-15 8:34,58136.26,58188.45,57996.49,58045.97297,7.25,421094.19,58096.24
2021-3-15 8:35,57990,58046.43,57927.03,58036.15141,4.83,280221.24,57971.97
2021-3-15 8:36,57932.34,58050.79,57904.76,58025.66061,4.53,262499.96,57963.02
2021-3-15 8:37,57976.14,58028.43,57976.14,58014.48792,3.01,174413.52,58003.96
2021-3-15 8:38,57991.82,58075.76,57991.82,58002.62092,3,174144.21,58042.77
2021-3-15 8:39,58037.86,58061.16,57982.95,57990.04726,4.43,256809.72,58000.84
2021-3-15 8:40,57984.87,58113.94,57965.16,57976.75493,6.15,356906.73,58051.8
2021-3-15 8:41,58058.12,58145.29,58047.4,57962.73194,1.92,111250.73,58088.86
2021-3-15 8:42,58135.74,58186.69,58100,57947.96737,21.56,1252913.98,58112.96
2021-3-15 8:43,58190.69,58192.78,58183.44,57932.45161,3.74,217908.71,58186.59
2021-3-15 8:44,58184.99,58184.99,58118.55,57916.17621,0.44,25719.86,58160.69
2021-3-15 8:45,58120,58120,58037.93,57899.13466,1.59,92213.61,58052.27
2021-3-15 8:46,58004.49,58050.91,57996.53,57881.32225,0.62,35826.56,58015.16
2021-3-15 8:47,57990.08,58078.41,57971.83,57862.73535,1.88,108908.72,58039.97
2021-3-15 8:48,58023.81,58045.43,58000,57843.37137,1.49,86521.16,58030.55
2021-3-15 8:49,58037.1,58042.69,58007.25,57823.22879,10.84,628750.12,58012.78
2021-3-15 8:50,58000,58016.85,57813.9,57802.30757,15.6,903049.15,57879.27
2021-3-15 8:51,57857.75,57918.8,57606.67,57780.6091,14.04,811576.18,57811.34
2021-3-15 8:52,57654.35,57743.1,57540.8,57758.13511,22.89,1319156.22,57633.58
2021-3-15 8:53,57697.89,57860.38,57670.25,57734.886,12.52,723097.95,57752.23
2021-3-15 8:54,57814.44,57832.05,57700,57710.8616,5.06,292483.39,57789.87
2021-3-15 8:55,57730.66,57766.78,57666.82,57686.06244,3.74,215820.53,57712.12
2021-3-15 8:56,57714.37,57803.44,57701.8,57660.48895,4.25,245454.86,57784.93
2021-3-15 8:57,57750,57750,57633.3,57634.14146,2.4,138240.79,57669.57
2021-3-15 8:58,57620.46,57751.43,57520.58,57607.0213,9.6,552666.38,57594.78
2021-3-15 8:59,57733.76,57838.2,57699.59,57579.13002,11.78,680438.41,57777.63
2021-3-15 9:00,57734.43,57734.43,57602.54,57550.46978,3.68,212031.53,57654.2
2021-3-15 9:01,57665.91,57918,57629.58,57521.04391,8.96,518082.84,57812.69
2021-3-15 9:02,57913.36,57973.87,57877.57,57490.85653,2.28,132119.07,57945.18
2021-3-15 9:03,57957.7,58000,57946.36,57459.91478,15.23,883108.23,57993.76
2021-3-15 9:04,58005.39,58043,57794.35,57428.22948,39.93,2312848.11,57915.76
2021-3-15 9:05,57894.65,58004.98,57845.71,57395.81525,9.87,571389.63,57896.94
2021-3-15 9:06,58010.85,58019.39,57775.8,57362.69034,47.9,2771142.52,57854.66
2021-3-15 9:07,57884.76,57884.76,57790.3,57328.87752,5.46,315707.36,57843.31
2021-3-15 9:08,57869.77,57869.77,57778.99,57294.40326,6.78,391816.11,57820.99
2021-3-15 9:09,57827.99,57881.97,57750.66,57259.2982,14.5,838325.58,57824.78
2021-3-15 9:10,57866.14,57866.14,57550,57223.59713,87.8,5061326.21,57646.43
2021-3-15 9:11,57616.95,57688.71,57497.17,57187.3396,34.41,1982226.11,57613.36
2021-3-15 9:12,57557.25,57561.84,57442.71,57150.56826,7.51,431697.06,57500.74
2021-3-15 9:13,57491.69,57562.9,57470.66,57113.32829,11.57,665150.17,57505.5
2021-3-15 9:14,57499.97,57532.46,57424.73,57075.66753,22.48,1292267.81,57481.58
2021-3-15 9:15,57478.75,57490.58,57333.33,57037.63655,10.87,624244.32,57409.89
2021-3-15 9:16,57465.2,57581.28,57440.94,56999.28905,13.13,755408.95,57512.61
2021-3-15 9:17,57541.48,57600,57541.48,56960.68158,16.33,940075.44,57583.21
2021-3-15 9:18,57570.31,57664.35,57558.88,56921.87491,23.05,1327802.73,57603.22
2021-3-15 9:19,57652.76,57653.68,57517.24,56882.93439,3.06,176435.45,57595.16
2021-3-15 9:20,57553.1,57553.1,57326.76,56843.93112,5.58,320517.63,57414.28
2021-3-15 9:21,57373.45,57373.45,57104.5,56804.94122,24.59,1406583.11,57201.59
2021-3-15 9:22,57121.32,57121.32,56609.83,56766.04504,45.59,2592635.37,56867.63
2021-3-15 9:23,56866.38,56953.93,56240,56727.3258,25.88,1463388.97,56540.76
2021-3-15 9:24,56240,56300,55363.77,56688.86697,164.43,9167818.37,55756.65
2021-3-15 9:25,55664.86,56259.94,55664.86,56650.74873,33.18,1856683.69,55953.07
2021-3-15 9:26,56238.11,56303.64,55767.69,56613.04323,27.88,1561405.83,56012.24
2021-3-15 9:27,56012.6,56265.93,55932.13,56575.81958,15.08,845452.9,56081.7
2021-3-15 9:28,56004.79,56137.41,55750,56539.14168,14.31,800089.72,55917.01
2021-3-15 9:29,55950.58,56261.85,55932.63,56503.06874,15.04,843571.2,56076.73
2021-3-15 9:30,56074.27,56300,56067.04,56467.65548,9.67,543296.14,56207.29
2021-3-15 9:31,56259.3,56389.61,56190,56432.9528,3.4,191487.55,56276.75
2021-3-15 9:32,56344.16,56369.21,55990,56399.00977,12.72,713847.5,56138.85
2021-3-15 9:33,56138.64,56283.65,56138.64,56365.87508,5.53,310487.84,56177.93
2021-3-15 9:34,56131.38,56166.51,55888.52,56333.59534,17.02,952802.17,55979.49
2021-3-15 9:35,55908.71,56090.5,55797.3,56302.21558,16.9,945373.09,55954.46
2021-3-15 9:36,56040.1,56194.23,56040.1,56271.77753,8.49,476330.35,56097.98
2021-3-15 9:37,56166.82,56228.9,56143.87,56242.32113,13.77,773370.51,56174.21
2021-3-15 9:38,56229,56286.98,56096,56213.88546,7.76,435653.85,56176.57
2021-3-15 9:39,56096.93,56122.13,55950,56186.50951,19.12,1070922.35,56003.69
2021-3-15 9:40,56014.64,56014.64,55395.65,56160.23143,42.1,2345130.71,55701.72
2021-3-15 9:41,55509.71,55616.88,54555,56135.08816,106.09,5831398.94,54967.88
2021-3-15 9:42,55197.02,55534.19,55154.92,56111.1115,53.78,2977803.51,55369.83
2021-3-15 9:43,55422.93,55578.98,55200.04,56088.32605,19.51,1080156.69,55363.25
2021-3-15 9:44,55565.78,55672.66,55287.17,56066.75155,17.73,983183.39,55457.4
2021-3-15 9:45,55456.06,55625.15,55035.12,56046.40356,26.66,1472850.8,55246.64
2021-3-15 9:46,55480.87,55565.08,55228.75,56027.29285,12.54,695303.95,55448.21
2021-3-15 9:47,55233.73,55438.57,55100,56009.42591,58,3206386.78,55285.41
2021-3-15 9:48,55159.05,55515.3,55159.05,55992.80353,22.42,1242107.47,55401.11
2021-3-15 9:49,55515.3,55584.22,55364.72,55977.42018,21.05,1167333.22,55465.59
2021-3-15 9:50,55600,55600,55242.33,55963.26663,23.4,1295108.33,55354.62
2021-3-15 9:51,55326.25,55476.18,55200,55950.33062,13.05,722247.46,55331.64
2021-3-15 9:52,55470.62,55545.55,55396.34,55938.59497,9.25,513303.97,55481.08
2021-3-15 9:53,55496.75,55555,55396.7,55928.03878,11.42,633430.92,55456.68
2021-3-15 9:54,55545.51,55666.62,55517.03,55918.63799,9.6,533738.64,55577.53
2021-3-15 9:55,55608.88,55619.94,55349.83,55910.36556,29.85,1654868.08,55441.2
2021-3-15 9:56,55468.36,55493.58,55361.66,55903.19209,9.54,528460.04,55420.12
2021-3-15 9:57,55423.47,55666.08,55423.47,55897.08464,8.76,486676.09,55574.35
2021-3-15 9:58,55630.58,55800,55613.99,55892.00655,19.4,1081736,55749.25
2021-3-15 9:59,55714.26,55889.99,55702.76,55887.91931,11.44,638125.07,55790.1
2021-3-15 10:00,55805.44,55811.03,55676.85,55884.7831,17.23,960379.99,55741.09
2021-3-15 10:01,55784.56,55784.56,55564.42,55882.55794,14.45,804531.61,55671.08
2021-3-15 10:02,55611.15,55644.32,55550.21,55881.20309,4.9,272266.15,55590.65
2021-3-15 10:03,55593.79,55613.65,55540.97,55880.6757,5.69,316470,55580.38
2021-3-15 10:04,55580.3,55672.61,55580.3,55880.93101,7.93,441207.69,55627.89
2021-3-15 10:05,55672.61,55792.7,55672.61,55881.92193,9.33,520229.73,55764.47
2021-3-15 10:06,55748.83,55831.96,55714.8,55883.59979,1.13,62745.52,55773.24
2021-3-15 10:07,55799.11,55811.68,55746.3,55885.9148,3.81,212282.06,55783.14
2021-3-15 10:08,55813.87,56000.22,55789.38,55888.81661,9.16,511664.66,55881.9
2021-3-15 10:09,56000.23,56116.35,55950.89,55892.25433,15.96,894677.55,56051.52
2021-3-15 10:10,56113.45,56239.86,56085,55896.17775,24.8,1392362.57,56154.83
2021-3-15 10:11,56205.76,56226.47,56098.3,55900.53838,65.44,3674052.61,56141.25
2021-3-15 10:12,56220.83,56308.8,56191.9,55905.28991,25.68,1444564.95,56246.05
2021-3-15 10:13,56308.42,56394.78,56270.76,55910.38852,14.1,794686.88,56342.67
2021-3-15 10:14,56349.67,56402.87,56150.18,55915.79347,6.69,376413.34,56233.77
2021-3-15 10:15,56145.62,56347.86,56145.62,55921.4675,7.11,400152.3,56294.16
2021-3-15 10:16,56347.86,56444.62,56334.44,55927.37576,2.44,137606.54,56407.77
2021-3-15 10:17,56335,56380.7,56303.78,55933.4867,4.41,248813.58,56357.1
2021-3-15 10:18,56374.04,56387.46,56273.46,55939.77215,12.67,713645.16,56335.75
2021-3-15 10:19,56315.82,56379.01,56304.71,55946.20733,8.03,452529.9,56341.26
2021-3-15 10:20,56338.79,56395.6,56218.82,55952.77026,7.1,399823.94,56333.44
2021-3-15 10:21,56255.87,56303.9,56255.87,55959.44203,4.4,247900.22,56283.92
2021-3-15 10:22,56299.91,56304.85,56026.6,55966.20602,5.06,284139.85,56176.6
2021-3-15 10:23,56121.5,56161.45,56034.83,55973.04828,14.37,806298.45,56090.87
2021-3-15 10:24,56067.19,56080.37,55869.77,55979.95582,20.12,1126019.15,55963.8
2021-3-15 10:25,55966.03,56004.63,55834.7,55986.91656,27.56,1541864.13,55953.15
2021-3-15 10:26,55859.94,56048.99,55859.94,55993.91825,13.19,737948.05,55966.6
2021-3-15 10:27,56018.55,56097.51,55914.3,56000.9477,3.36,188023.8,56018.39
2021-3-15 10:28,56106.27,56106.27,56000,56007.99197,9.41,527263.22,56025.73
2021-3-15 10:29,56051.12,56167.75,56051.12,56015.03885,3.13,175662.19,56094.79
2021-3-15 10:30,56111,56286.43,56111,56022.07668,6.81,382938.4,56218.96
2021-3-15 10:31,56281.6,56315.41,56248.49,56029.09441,10.03,564600.95,56279.15
2021-3-15 10:32,56272.23,56290.27,56100.89,56036.08303,10.27,577389.06,56220.26
2021-3-15 10:33,56195.35,56227.54,56093.79,56043.03542,1.06,59446.6,56134.85
2021-3-15 10:34,56079.29,56228.4,56079.29,56049.94585,5.21,292570.39,56178.15
