TradingDate,Y1,Y2,Y3,change
2000-3-3,5.502132419,-7.291930421,-1.491441566,0.029252732
2000-3-6,5.487223355,-7.229334092,-1.496920765,0.029252732
2000-3-7,5.472319917,-7.166735516,-1.502395751,0.029253761
2000-3-8,5.457418459,-7.104137012,-1.507865547,0.02925099
2000-3-9,5.44251609,-7.041542582,-1.513324693,0.029240908
2000-3-10,5.427610999,-6.978958251,-1.518763268,0.029221397
2000-3-13,5.412698233,-6.916394302,-1.524169528,0.029189343
2000-3-14,5.397767092,-6.853866948,-1.529531951,0.029139092
2000-3-15,5.382809739,-6.791394918,-1.5348334,0.029067773
2000-3-16,5.367812397,-6.729003774,-1.540057183,0.028969667
2000-3-17,5.352760297,-6.666724805,-1.545183095,0.028839218
2000-3-20,5.337632171,-6.604597786,-1.550191858,0.028667402
2000-3-21,5.322408527,-6.542668215,-1.55505861,0.028447138
2000-3-22,5.307073917,-6.480985759,-1.559752302,0.028174669
2000-3-23,5.291610877,-6.419607656,-1.564239447,0.027845557
2000-3-24,5.276005452,-6.358596695,-1.56848152,0.027456923
2000-3-27,5.260249979,-6.298019788,-1.572434672,0.027008371
2000-3-28,5.244331111,-6.237954039,-1.57605651,0.026496439
2000-3-29,5.228246068,-6.178467855,-1.579299199,0.02592502
2000-3-30,5.212009275,-6.119611569,-1.58211672,0.025301581
2000-3-31,5.195629959,-6.061423136,-1.58447604,0.024631461
2000-4-3,5.1791291,-6.003924766,-1.586343099,0.023925284
2000-4-4,5.162543794,-5.947121684,-1.5876852,0.023197955
2000-4-5,5.145907454,-5.891003403,-1.588484412,0.022460727
2000-4-6,5.129248138,-5.835545686,-1.588735869,0.021720581
2000-4-7,5.112603117,-5.780709487,-1.588435482,0.020988184
2000-4-10,5.096018606,-5.726440318,-1.587582576,0.020275964
2000-4-11,5.079537616,-5.672669839,-1.586188998,0.019593873
2000-4-12,5.063201311,-5.619316809,-1.584276518,0.018950857
2000-4-13,5.047045838,-5.56628911,-1.581877558,0.018352856
2000-4-14,5.031102341,-5.513485935,-1.579033738,0.017803582
2000-4-17,5.015402317,-5.460798002,-1.575788649,0.017307682
2000-4-18,4.999974579,-5.408107803,-1.57218914,0.016869516
2000-4-19,4.984840517,-5.355292957,-1.568289491,0.016489989
2000-4-20,4.970027232,-5.30222367,-1.564142024,0.01617304
2000-4-21,4.955559794,-5.248763751,-1.559802547,0.015922482
2000-4-24,4.941468816,-5.194768149,-1.555326132,0.015744317
2000-4-25,4.927776956,-5.140084378,-1.550772508,0.015642264
2000-4-26,4.914502703,-5.084555824,-1.546204961,0.015618918
2000-4-27,4.901657882,-5.028023169,-1.541689226,0.015675287
2000-4-28,4.889249413,-4.970326794,-1.537292725,0.01581133
2000-5-8,4.8772833,-4.911304912,-1.533083277,0.016027816
2000-5-9,4.86576175,-4.850795679,-1.529130184,0.016325155
2000-5-10,4.854680915,-4.788640832,-1.525504445,0.016701555
2000-5-11,4.844032099,-4.724686744,-1.522277072,0.017154477
2000-5-12,4.833798412,-4.658797525,-1.51952141,0.017675855
2000-5-15,4.823956843,-4.590854029,-1.517308423,0.018255403
2000-5-16,4.814480669,-4.520752889,-1.515703536,0.018882781
2000-5-17,4.805339573,-4.448406998,-1.514766481,0.019547659
2000-5-18,4.796500787,-4.373745208,-1.514550685,0.020240487
2000-5-19,4.78792728,-4.296712903,-1.5151043,0.020951104
2000-5-22,4.779584777,-4.217268172,-1.516466824,0.021672663
2000-5-23,4.771435248,-4.135383962,-1.518672833,0.022398078
2000-5-24,4.763441277,-4.0510459,-1.521749369,0.02312218
2000-5-25,4.755560043,-3.964253866,-1.525719842,0.023838314
2000-5-26,4.747745708,-3.875022331,-1.530601992,0.024540035
2000-5-30,4.739956302,-3.783378392,-1.536405719,0.025223953
2000-5-31,4.73214508,-3.689362499,-1.543138902,0.025885717
2000-6-1,4.724277337,-3.593018499,-1.550804353,0.026526106
2000-6-2,4.716331769,-3.494389753,-1.559402201,0.027150097
2000-6-5,4.708294832,-3.393516419,-1.568933088,0.027763697
2000-6-6,4.700147704,-3.290434538,-1.579403752,0.028369618
2000-6-7,4.69186865,-3.185176808,-1.590824271,0.028969044
2000-6-8,4.683435415,-3.077773842,-1.603205585,0.029562788
2000-6-9,4.674826092,-2.968253669,-1.616559007,0.030151669
2000-6-12,4.666018373,-2.856642617,-1.630896332,0.030736202
2000-6-13,4.656997729,-2.742967784,-1.646227924,0.031318676
2000-6-14,4.647748122,-2.62725798,-1.662566215,0.031900292
2000-6-15,4.638258965,-2.509543482,-1.679922587,0.032483632
2000-6-16,4.628516202,-2.389855318,-1.698311519,0.033069025
2000-6-19,4.618518142,-2.268229938,-1.717744199,0.033660637
2000-6-20,4.60825949,-2.144705403,-1.73823575,0.034260144
2000-6-21,4.597746218,-2.019325536,-1.759798241,0.034872201
2000-6-22,4.586981272,-1.892137107,-1.782447396,0.035499271
2000-6-23,4.575970016,-1.763188619,-1.80619797,0.036143933
2000-6-26,4.56471359,-1.632531828,-1.831067214,0.036805714
2000-6-27,4.553215714,-1.500220518,-1.857070109,0.037484865
2000-6-28,4.541480014,-1.366310819,-1.884220348,0.038180893
2000-6-29,4.529509735,-1.230861951,-1.912530134,0.03889247
2000-6-30,4.517309506,-1.093936929,-1.942009192,0.03961852
2000-7-3,4.504883252,-0.95560372,-1.972665521,0.04035689
2000-7-4,4.492229954,-0.815932988,-2.004505762,0.041102269
2000-7-5,4.479347865,-0.674994903,-2.037532652,0.041849266
2000-7-6,4.466237416,-0.532857059,-2.071744167,0.042594641
2000-7-7,4.45289482,-0.38958958,-2.107135316,0.043332362
2000-7-10,4.439314474,-0.245264817,-2.14369666,0.044055685
2000-7-11,4.425490719,-0.099956774,-2.181413734,0.044758376
2000-7-12,4.411416444,0.046257174,-2.220267087,0.045433556
2000-7-13,4.397082873,0.193295061,-2.260232065,0.04607346
2000-7-14,4.382482332,0.341071342,-2.301278074,0.046671592
2000-7-17,4.367605684,0.489494904,-2.343369069,0.04722025
2000-7-18,4.352445781,0.63847088,-2.386462833,0.047713537
2000-7-19,4.336997698,0.787900247,-2.430511103,0.048147116
2000-7-20,4.321257694,0.93767839,-2.475459724,0.048516671
2000-7-21,4.305223539,1.087698563,-2.521249297,0.048818129
2000-7-24,4.288895142,1.237857318,-2.56781607,0.049050131
2000-7-25,4.272274082,1.38805004,-2.615091429,0.049210247
2000-7-26,4.255363636,1.538169514,-2.663001587,0.049294586
2000-7-27,4.238169309,1.688105687,-2.711467061,0.049300733
2000-7-28,4.220699654,1.837754894,-2.760403942,0.049231983
2000-7-31,4.202964365,1.987021759,-2.809724794,0.049092877
2000-8-1,4.184974233,2.135819567,-2.859338752,0.048891198
2000-8-2,4.166738236,2.284070798,-2.90915309,0.048634198
2000-8-3,4.148263762,2.431707216,-2.959072893,0.048330372
2000-8-4,4.12955573,2.578669426,-3.009001178,0.047988687
2000-8-7,4.110615565,2.724905209,-3.058839646,0.047616659
2000-8-8,4.091439239,2.870368137,-3.108491363,0.047218423
2000-8-9,4.072020809,3.015019431,-3.157861072,0.046797902
2000-8-10,4.052350188,3.15882635,-3.206858699,0.046356802
2000-8-11,4.032420196,3.301765266,-3.255394355,0.045899014
2000-8-14,4.012221763,3.443818335,-3.303380043,0.045427995
2000-8-15,3.991742755,3.584972093,-3.350731205,0.044945766
2000-8-16,3.97096829,3.72521596,-3.39736791,0.044452843
2000-8-17,3.949890687,3.864548564,-3.443208062,0.043954407
2000-8-18,3.928500427,4.002974143,-3.488169128,0.043455685
2000-8-21,3.906786286,4.140501571,-3.532167834,0.042961949
2000-8-22,3.884733416,4.277139832,-3.575121466,0.042476515
2000-8-23,3.862324239,4.412897433,-3.616950061,0.042000902
2000-8-24,3.839538393,4.547780759,-3.657577637,0.041534373
2000-8-25,3.81635418,4.681792597,-3.696933649,0.041074323
2000-8-28,3.792752059,4.814932341,-3.734952015,0.040617825
2000-8-29,3.76871696,4.947196199,-3.771569623,0.040162796
2000-8-30,3.744241927,5.078579618,-3.806720615,0.03971085
2000-8-31,3.719320221,5.209074335,-3.840338265,0.039263443
2000-9-1,3.693944596,5.33866749,-3.872356341,0.038821035
2000-9-4,3.668103747,5.467339858,-3.902717271,0.038378377
2000-9-5,3.641791269,5.5950641,-3.931367769,0.037930234
2000-9-6,3.61500866,5.721806128,-3.958256887,0.037473153
2000-9-7,3.587756512,5.847523159,-3.983341454,0.037000384
2000-9-8,3.560042047,5.972163173,-4.006583126,0.036505424
2000-9-11,3.531879547,6.095664209,-4.027948193,0.035982181
2000-9-12,3.503293844,6.217956456,-4.047402556,0.035427753
2000-9-13,3.474320913,6.338977322,-4.064906442,0.03484552
2000-9-14,3.44499555,6.458666904,-4.080423186,0.034238124
2000-9-15,3.415351247,6.576965696,-4.093919438,0.033607322
2000-9-18,3.385431887,6.693821463,-4.105356652,0.032958774
2000-9-19,3.355279505,6.80918385,-4.114699905,0.032295794
2000-9-20,3.324934193,6.922997815,-4.121919605,0.031617589
2000-9-21,3.294435951,7.035197595,-4.126992323,0.030919871
2000-9-22,3.263826783,7.145702394,-4.129901239,0.030195565
2000-9-25,3.233158629,7.254415619,-4.130634035,0.02943836
2000-9-26,3.202493307,7.36122462,-4.129183257,0.028642405
2000-9-27,3.171905964,7.466014834,-4.125535562,0.027806715
2000-9-28,3.141475685,7.568669324,-4.119678446,0.026930163
2000-9-29,3.111294135,7.669070918,-4.111593317,0.026015649
2000-10-9,3.081455284,7.767101631,-4.101263531,0.025065249
2000-10-10,3.052057483,7.862642364,-4.088673336,0.024081377
2000-10-11,3.023198806,7.955574454,-4.073809562,0.023065253
2000-10-12,2.994989036,8.04578155,-4.056654626,0.022022075
2000-10-13,2.967549417,8.133151111,-4.037187007,0.020960107
2000-10-16,2.941000123,8.217573652,-4.015391825,0.019884817
2000-10-17,2.915466853,8.298944,-3.991256933,0.018801821
2000-10-18,2.891069641,8.377156854,-3.964776573,0.017711796
2000-10-19,2.867938733,8.452109355,-3.935943252,0.016618441
2000-10-20,2.846208405,8.523701537,-3.904751829,0.015525469
2000-10-23,2.826010457,8.591833552,-3.871202055,0.014434075
2000-10-24,2.807484921,8.656407197,-3.835293429,0.01334734
2000-10-25,2.790775469,8.717326055,-3.797027764,0.012268387
2000-10-26,2.776033073,8.774495795,-3.756408463,0.011201703
2000-10-27,2.763414205,8.827822767,-3.713443487,0.01015168
2000-10-30,2.75308126,8.877215228,-3.668144603,0.009123164
2000-10-31,2.745197633,8.922582001,-3.620529282,0.008119611
2000-11-1,2.739925472,8.963831926,-3.570619716,0.007142862
2000-11-2,2.737426368,9.000874131,-3.518441563,0.006193848
2000-11-3,2.737860656,9.033618831,-3.464022736,0.005272905
2000-11-6,2.741390239,9.061978324,-3.407392258,0.004380861
2000-11-7,2.748177263,9.085867109,-3.348581165,0.003518502
2000-11-8,2.758387257,9.105202797,-3.287620557,0.002687893
2000-11-9,2.772188703,9.119905468,-3.224544381,0.001891768
2000-11-10,2.789742806,9.129898511,-3.15939058,0.001130985
2000-11-13,2.811197882,9.135110932,-3.092196442,0.000404537
2000-11-14,2.836686912,9.135478676,-3.022995449,-0.00029021
2000-11-15,2.866338396,9.130946335,-2.951812068,-0.000954276
2000-11-16,2.900274027,9.121466832,-2.878663707,-0.001587982
2000-11-17,2.938598539,9.107000509,-2.803564923,-0.002193804
2000-11-20,2.981400744,9.087515943,-2.726523107,-0.002774745
2000-11-21,3.028765539,9.062990852,-2.647538398,-0.003331243
2000-11-22,3.080766733,9.033411691,-2.566607576,-0.00386395
2000-11-23,3.13746968,8.998773465,-2.483723911,-0.004372948
2000-11-24,3.198951887,8.959069415,-2.398877719,-0.00485482
2000-11-27,3.265301054,8.914293008,-2.312058202,-0.005302256
2000-11-28,3.336585276,8.864440849,-2.223267324,-0.005715162
2000-11-29,3.412869042,8.809518243,-2.132509406,-0.006091704
2000-11-30,3.494225483,8.749531496,-2.039790258,-0.006425455
2000-12-1,3.580718551,8.68449587,-1.945130678,-0.006711016
2000-12-4,3.672398599,8.614434861,-1.848566159,-0.006945259
2000-12-5,3.769305817,8.539381802,-1.750144236,-0.007125386
2000-12-6,3.8714736,8.459381099,-1.649922304,-0.007247389
2000-12-7,3.978919656,8.374487775,-1.547972467,-0.007308748
2000-12-8,4.091652114,8.284768755,-1.444379183,-0.00730635
2000-12-11,4.209659478,8.190302468,-1.339242236,-0.007239026
2000-12-12,4.332906528,8.091180712,-1.232673728,-0.007107331
2000-12-13,4.461330465,7.987510558,-1.124797123,-0.006914229
2000-12-14,4.594852134,7.879417588,-1.01574134,-0.006660857
2000-12-15,4.733372586,7.767046915,-0.905643925,-0.006347758
2000-12-18,4.876770261,7.650563546,-0.794653017,-0.0059755
2000-12-19,5.02490861,7.530151021,-0.682928326,-0.005542289
2000-12-20,5.17761911,7.406011272,-0.570647768,-0.00504906
2000-12-21,5.33470521,7.27836871,-0.458001015,-0.004496939
2000-12-22,5.495940661,7.147471356,-0.345189524,-0.003887166
2000-12-25,5.66106544,7.013591739,-0.232427229,-0.003221719
2000-12-26,5.829785245,6.877027969,-0.119940821,-0.00250293
2000-12-27,6.001766815,6.738104592,-0.007970651,-0.001734498
2000-12-28,6.176642141,6.597174583,0.103231654,-0.00091902
2000-12-29,6.354002856,6.454620213,0.21339975,-6.00E-05
2001-1-2,6.53339722,6.310854255,0.322252325,0.000837653
2001-1-3,6.714332564,6.166321953,0.42949467,0.001769835
2001-1-4,6.89634695,6.021447965,0.534859937,0.002733341
2001-1-5,7.079011969,5.87663898,0.638086165,0.003726499
2001-1-8,7.261930082,5.732279461,0.738936189,0.004747463
2001-1-9,7.444733429,5.588733767,0.837197274,0.005792197
2001-1-10,7.627082115,5.446346914,0.932680012,0.006856553
2001-1-11,7.808663377,5.305446549,1.025217993,0.007933172
2001-1-12,7.989190918,5.166347915,1.114645837,0.009017267
2001-1-15,8.168403468,5.029354956,1.200798572,0.010102987
2001-1-16,8.346061924,4.894757091,1.283531697,0.011184874
2001-1-17,8.52194948,4.762834553,1.362699711,0.012256466
2001-1-18,8.695869283,4.633855501,1.438176455,0.013309825
2001-1-19,8.867644051,4.508080959,1.509833496,0.014337538
2001-2-5,9.037115003,4.3857657,1.577539091,0.015338491
2001-2-6,9.204134369,4.267141222,1.641172048,0.016317866
