Timestamp,Open,High,Low,Close,Volume (BTC),Volume (Currency),Weighted Price
2021-2-5 0:00,36984.28,37185.8,36862.43,37032.22,26.78,990437.84,36980.96
2021-2-5 0:05,37059.39,37100.68,36853.23,36853.23,3.96,146516.4,36990.22
2021-2-5 0:10,36853.23,37061.17,36838.59,37032.79,9.39,346585.91,36909.4
2021-2-5 0:15,37050.51,37184.41,36981.35,37096.69,6.91,256203.4,37095.85
2021-2-5 0:20,37087.09,37149.16,37041.98,37149.16,3.7,137195.18,37089.34
2021-2-5 0:25,37193.73,37222.2,37100.37,37150.32,6.12,227479.37,37172.89
2021-2-5 0:30,37178.31,37229.42,37116.37,37229.42,8.41,312275.77,37149.97
2021-2-5 0:35,37207.28,37207.28,37106.49,37157.9,2.27,84423.61,37134.45
2021-2-5 0:40,37145.78,37253.37,37120.15,37203.73,6.89,256518.56,37205.91
2021-2-5 0:45,37180.32,37240.32,37138.96,37150.12,2.22,82320.23,37163.96
2021-2-5 0:50,37174.95,37227.09,37134.75,37153.8,3.36,125088.43,37176.05
2021-2-5 0:55,37137.66,37159.16,36993.06,37020.22,16.79,621878.4,37049.56
2021-2-5 1:00,37024.38,37071.77,36955.96,37038.66,7.51,278134.84,37015.89
2021-2-5 1:05,37067.86,37183.7,37067.86,37146.99,9.03,335667.53,37152.2
2021-2-5 1:10,37165.26,37283.05,37162.64,37260.53,8.41,313026.86,37235.61
2021-2-5 1:15,37277.07,37327.79,37202.86,37260.85,20.73,772607.28,37275.34
2021-2-5 1:20,37260.85,37327.79,37236.08,37304.74,10,372685.92,37283.07
2021-2-5 1:25,37288.01,37288.01,37221.46,37228.51,13.62,507303.62,37248.89
2021-2-5 1:30,37236.19,37256.5,37146.63,37185.9,6.2,230519.88,37200.99
2021-2-5 1:35,37214.88,37223.01,37056,37065.26,4.48,166442.37,37139.72
2021-2-5 1:40,37044.95,37078.16,36971.15,37013.67,6.85,253802.41,37046.85
2021-2-5 1:45,37006.02,37006.58,36882.8,36907.88,7.91,292086.29,36929.43
2021-2-5 1:50,36896.83,36943.19,36882.8,36935.57,5.77,212942.58,36900.42
2021-2-5 1:55,36975.12,36982.46,36618.81,36674.34,73.89,2716294.77,36761.56
2021-2-5 2:00,36685.1,36814.15,36653.21,36756.62,13.56,498188.42,36745.71
2021-2-5 2:05,36759.34,36845.21,36759.34,36816.84,10.72,394541.1,36806.63
2021-2-5 2:10,36794.53,36872.16,36788.81,36835.51,4.67,172088.29,36828.53
2021-2-5 2:15,36838.34,36845.11,36618.36,36640,42,1540772.35,36683.91
2021-2-5 2:20,36652.13,36869.99,36650.59,36869.99,8.35,306487.43,36725.22
2021-2-5 2:25,36829.1,36839.75,36758.24,36763.16,8.33,306559.94,36789.9
2021-2-5 2:30,36737.05,36806.73,36726.25,36747.67,3.99,146844.49,36767.14
2021-2-5 2:35,36747.89,36873.07,36731.52,36801.61,18.43,678821.3,36830.85
2021-2-5 2:40,36797.86,36886.94,36796.27,36852.45,8.1,298367.4,36841.07
2021-2-5 2:45,36892.49,36951.48,36858.06,36882.16,4.79,176685.55,36912.61
2021-2-5 2:50,36888.9,36930.06,36849.76,36864.5,3.57,131610.47,36892.67
2021-2-5 2:55,36896.9,37038.23,36811.67,36993.37,8.86,327289.48,36957.68
2021-2-5 3:00,36977.26,37067.97,36950.97,37052.46,7.08,262253.17,37033.75
2021-2-5 3:05,37053.93,37149.06,37022.92,37092.81,10.67,395541.99,37085.51
2021-2-5 3:10,37127.34,37337.88,37114.54,37337.88,50.34,1874612.66,37239.63
2021-2-5 3:15,37299.32,37417.38,37299.32,37300.8,20.31,758700.36,37364.75
2021-2-5 3:20,37316.96,37321.43,37210.2,37228.74,19.11,712606.23,37289.48
2021-2-5 3:25,37234.98,37290.09,37230.55,37290.09,10.59,394878.01,37273.67
2021-2-5 3:30,37240.16,37417.43,37240.16,37400,15.29,571602.31,37385.21
2021-2-5 3:35,37400,37400.1,37324.4,37356.79,9.23,344972.28,37369.24
2021-2-5 3:40,37372.59,37436.12,37349.88,37379.68,8.34,311973.44,37406.33
2021-2-5 3:45,37375.53,37380.94,37308.19,37359.83,8.35,311779.02,37339.32
2021-2-5 3:50,37340.92,37418.3,37259.12,37295.24,18.77,701589,37377.43
2021-2-5 3:55,37301.68,37395.75,37301.68,37387.9,4.29,160262.64,37349.39
2021-2-5 4:00,37413.13,37447.12,37295.92,37340.11,2.82,105521.36,37357.21
2021-2-5 4:05,37326.41,37399.81,37285.59,37399.81,21.06,786584.39,37345.23
2021-2-5 4:10,37379.59,37424.91,37344.39,37399.53,14.47,541174.45,37388
2021-2-5 4:15,37405.36,37528,37283.05,37326.41,21.17,793545.47,37487.1
2021-2-5 4:20,37334.98,37344.58,37251.86,37344.58,10.18,379867.69,37306.58
2021-2-5 4:25,37320.51,37417.43,37304.46,37402.2,0.74,27685.97,37352.86
2021-2-5 4:30,37370.64,37398.71,37303.1,37338.21,39.13,1461466.29,37345.55
2021-2-5 4:35,37356.45,37356.45,37282.11,37302.67,8.93,333037.23,37312.64
2021-2-5 4:40,37270.65,37361.22,37251.06,37361.22,6.85,255580.49,37313.33
2021-2-5 4:45,37363.52,37369.06,37305.08,37318.96,2.18,81224.86,37330.47
2021-2-5 4:50,37334.01,37370.94,37305.58,37327.48,5.59,208598.42,37349.24
2021-2-5 4:55,37310.26,37327.31,37258.08,37299.5,5.8,216395.15,37295.99
2021-2-5 5:00,37302.24,37370.64,37290.16,37336.1,7.41,276505.62,37315.97
2021-2-5 5:05,37367.93,37389.78,37276.3,37348.72,7.02,262149.95,37336.94
2021-2-5 5:10,37389.06,37391.12,37330,37333.23,2.65,98804.07,37346.55
2021-2-5 5:15,37361.42,37361.42,37226.94,37232.53,3.52,131336.49,37288.87
2021-2-5 5:20,37243.56,37243.56,37104.63,37104.63,2.42,90102.12,37178.67
2021-2-5 5:25,37099.44,37177.58,37049.34,37177.58,9.34,346263.94,37071.69
2021-2-5 5:30,37123.48,37298.35,37114.68,37163.77,14.28,531570.25,37215.1
2021-2-5 5:35,37169.08,37236.43,37125.88,37212.61,1.8,66975.4,37201.15
2021-2-5 5:40,37232.08,37268.4,37189.25,37241.75,8.35,310855.57,37232.6
2021-2-5 5:45,37263.47,37315.05,37195.82,37233.76,9.57,356607.74,37281.91
2021-2-5 5:50,37201.02,37295.88,37201.02,37252.64,16.71,622488.93,37256.45
2021-2-5 5:55,37260.13,37282.37,37094.29,37094.46,14.79,549869.52,37188.23
2021-2-5 6:00,37094.46,37175.17,37060,37093.82,24.85,922459.55,37117.15
2021-2-5 6:05,37082.41,37238.27,37082.41,37189.55,13.44,500045.37,37197.44
2021-2-5 6:10,37216.49,37275.19,37210.72,37259.44,1.04,38643.35,37240.19
2021-2-5 6:15,37240.4,37287.89,37216.5,37269.1,2.3,85550.83,37248.48
2021-2-5 6:20,37266.92,37597.26,37266.92,37581.23,24.24,908886.21,37494.15
2021-2-5 6:25,37541.05,37650,37472.33,37535.6,56.73,2133762.91,37613.57
2021-2-5 6:30,37539.15,37700.43,37472.06,37547.49,68.72,2584970.1,37614.68
2021-2-5 6:35,37539.04,37539.04,37437.67,37515.94,15.37,575896.67,37478.55
2021-2-5 6:40,37471.03,37527.96,37426.93,37499.49,4.02,150678.49,37470.16
2021-2-5 6:45,37503.39,37520.08,37424.12,37434.87,0.81,30278.84,37458.74
2021-2-5 6:50,37428.78,37476.9,37395.27,37443.96,6.6,247126.46,37465.34
2021-2-5 6:55,37475.18,37557.48,37427.27,37431.08,9.12,341758.8,37468.8
2021-2-5 7:00,37430.83,37623.89,37430.83,37585.25,20.42,766776.76,37544.01
2021-2-5 7:05,37565.89,37584.39,37463.78,37465.22,14.7,551801.04,37529.03
2021-2-5 7:10,37509.8,37537.52,37474.13,37481.17,2,75190.17,37504.47
2021-2-5 7:15,37494.26,37565.17,37455.1,37515.37,12.74,477524.64,37488.88
2021-2-5 7:20,37525.77,37772.99,37525.77,37772.99,14.81,558499.41,37720.53
2021-2-5 7:25,37752,37777.78,37625.31,37693.25,12.41,467898.3,37705.55
2021-2-5 7:30,37718.97,37727.72,37573.82,37573.82,13.33,501810.57,37637.54
