TradingDate,Y1,Y2,Y3,change
2000-3-3,9.307973109,-0.162872972,-0.957681875,0.029252732
2000-3-6,9.247140033,-0.165304975,-0.953810369,0.029252732
2000-3-7,9.186307819,-0.167736496,-0.949937981,0.029253761
2000-3-8,9.125476365,-0.170167413,-0.946064724,0.02925099
2000-3-9,9.064646411,-0.172597074,-0.942190414,0.029240908
2000-3-10,9.003820033,-0.175024287,-0.938314672,0.029221397
2000-3-13,8.94300035,-0.177447604,-0.934437455,0.029189343
2000-3-14,8.882191874,-0.17986553,-0.930559401,0.029139092
2000-3-15,8.821401892,-0.182275866,-0.926680863,0.029067773
2000-3-16,8.760639805,-0.184676366,-0.922802972,0.028969667
2000-3-17,8.699918307,-0.187064283,-0.918927131,0.028839218
2000-3-20,8.639253432,-0.189436845,-0.9150557,0.028667402
2000-3-21,8.578665946,-0.191790517,-0.911191084,0.028447138
2000-3-22,8.518181498,-0.194120928,-0.907335448,0.028174669
2000-3-23,8.457830158,-0.196423274,-0.903491476,0.027845557
2000-3-24,8.397647771,-0.198692008,-0.899661765,0.027456923
2000-3-27,8.337676649,-0.200920797,-0.8958485,0.027008371
2000-3-28,8.277964464,-0.203103272,-0.892054926,0.026496439
2000-3-29,8.218559775,-0.205232311,-0.888282485,0.02592502
2000-3-30,8.159513783,-0.207300855,-0.884529445,0.025301581
2000-3-31,8.100870082,-0.209303874,-0.880793295,0.024631461
2000-4-3,8.042671086,-0.211236141,-0.877068903,0.023925284
2000-4-4,7.984961746,-0.213092438,-0.873348099,0.023197955
2000-4-5,7.92777957,-0.214869911,-0.869621354,0.022460727
2000-4-6,7.871153957,-0.216567863,-0.865878189,0.021720581
2000-4-7,7.815112317,-0.21818565,-0.862105736,0.020988184
2000-4-10,7.759680271,-0.219723037,-0.858288667,0.020275964
2000-4-11,7.704876749,-0.221181813,-0.854410432,0.019593873
2000-4-12,7.650714416,-0.222565358,-0.850453228,0.018950857
2000-4-13,7.59719916,-0.223878818,-0.846398569,0.018352856
2000-4-14,7.54433095,-0.225128824,-0.842227537,0.017803582
2000-4-17,7.492105299,-0.226322321,-0.837920238,0.017307682
2000-4-18,7.440511677,-0.227466839,-0.833456142,0.016869516
2000-4-19,7.389534194,-0.228571112,-0.828814985,0.016489989
2000-4-20,7.339156492,-0.229643507,-0.823975157,0.01617304
2000-4-21,7.289358014,-0.230692937,-0.818914554,0.015922482
2000-4-24,7.240117095,-0.231728131,-0.813609576,0.015744317
2000-4-25,7.191403665,-0.232758787,-0.808036707,0.015642264
2000-4-26,7.143183637,-0.233795167,-0.802172431,0.015618918
2000-4-27,7.095418001,-0.234847967,-0.795993689,0.015675287
2000-4-28,7.048065461,-0.23592809,-0.789477928,0.01581133
2000-5-8,7.001083401,-0.23704642,-0.782602479,0.016027816
2000-5-9,6.954427702,-0.238213988,-0.775345113,0.016325155
2000-5-10,6.90805407,-0.239441956,-0.767684657,0.016701555
2000-5-11,6.861919133,-0.240741329,-0.759600981,0.017154477
2000-5-12,6.815989816,-0.242122992,-0.751076358,0.017675855
2000-5-15,6.770242509,-0.243597135,-0.742095224,0.018255403
2000-5-16,6.724662993,-0.245172849,-0.732643894,0.018882781
2000-5-17,6.679246761,-0.246858097,-0.722710629,0.019547659
2000-5-18,6.633999208,-0.248659623,-0.712285532,0.020240487
2000-5-19,6.588935054,-0.250583083,-0.701360834,0.020951104
2000-5-22,6.544079055,-0.252632595,-0.689929924,0.021672663
2000-5-23,6.499463883,-0.254811235,-0.677988232,0.022398078
2000-5-24,6.455130609,-0.257120674,-0.665532646,0.02312218
2000-5-25,6.411126568,-0.259561731,-0.65256233,0.023838314
2000-5-26,6.367506535,-0.262134056,-0.63907854,0.024540035
2000-5-30,6.324335216,-0.264835812,-0.625083801,0.025223953
2000-5-31,6.28168279,-0.267664526,-0.610582927,0.025885717
2000-6-1,6.239629553,-0.270616577,-0.595580467,0.026526106
2000-6-2,6.198265297,-0.273687507,-0.580080202,0.027150097
2000-6-5,6.157683739,-0.27687264,-0.564085223,0.027763697
2000-6-6,6.11797342,-0.280168577,-0.547599034,0.028369618
2000-6-7,6.079218686,-0.283572593,-0.53062541,0.028969044
2000-6-8,6.041501301,-0.287082092,-0.513168361,0.029562788
2000-6-9,6.004900618,-0.290694515,-0.495231982,0.030151669
2000-6-12,5.969493284,-0.294407378,-0.476820673,0.030736202
2000-6-13,5.935360649,-0.298217638,-0.457938832,0.031318676
2000-6-14,5.902582381,-0.302122577,-0.438591832,0.031900292
2000-6-15,5.871240929,-0.306119042,-0.418785374,0.032483632
2000-6-16,5.841414976,-0.310204572,-0.398526216,0.033069025
2000-6-19,5.813192915,-0.314375701,-0.377821553,0.033660637
2000-6-20,5.78665958,-0.318629839,-0.356679811,0.034260144
2000-6-21,5.76190829,-0.322963451,-0.335110055,0.034872201
2000-6-22,5.739029306,-0.327373807,-0.313122762,0.035499271
2000-6-23,5.718111954,-0.331857954,-0.290729132,0.036143933
2000-6-26,5.699240706,-0.33641369,-0.267941962,0.036805714
2000-6-27,5.682498526,-0.341038392,-0.244774823,0.037484865
2000-6-28,5.667964676,-0.345729344,-0.221242324,0.038180893
2000-6-29,5.655714419,-0.350483733,-0.197360267,0.03889247
2000-6-30,5.645820244,-0.355298382,-0.173145639,0.03961852
2000-7-3,5.638350391,-0.360170011,-0.148616985,0.04035689
2000-7-4,5.633364237,-0.365095714,-0.123794265,0.041102269
2000-7-5,5.630914176,-0.370072237,-0.098697831,0.041849266
2000-7-6,5.631047675,-0.375095678,-0.073347856,0.042594641
2000-7-7,5.63380257,-0.380162267,-0.047765679,0.043332362
2000-7-10,5.639208445,-0.385267915,-0.021973551,0.044055685
2000-7-11,5.64728781,-0.390408021,0.004005601,0.044758376
2000-7-12,5.658054834,-0.395577594,0.030147795,0.045433556
2000-7-13,5.671515027,-0.40077125,0.056427755,0.04607346
2000-7-14,5.687667264,-0.405982923,0.082819264,0.046671592
2000-7-17,5.706501502,-0.411206165,0.109294711,0.04722025
2000-7-18,5.728001464,-0.416433807,0.135825599,0.047713537
2000-7-19,5.752144725,-0.421658005,0.162382509,0.048147116
2000-7-20,5.778901626,-0.426870365,0.188934826,0.048516671
2000-7-21,5.808235824,-0.43206207,0.21545155,0.048818129
2000-7-24,5.840106229,-0.437223934,0.241902448,0.049050131
2000-7-25,5.874465433,-0.442346436,0.268257202,0.049210247
2000-7-26,5.911259352,-0.447419701,0.294485149,0.049294586
2000-7-27,5.950427431,-0.452433388,0.320555253,0.049300733
2000-7-28,5.991906875,-0.457376644,0.346437838,0.049231983
2000-7-31,6.035632589,-0.462238288,0.372105092,0.049092877
2000-8-1,6.081537675,-0.467006804,0.397531128,0.048891198
2000-8-2,6.129552619,-0.47167072,0.422692402,0.048634198
2000-8-3,6.179605717,-0.476218512,0.447567687,0.048330372
2000-8-4,6.231622652,-0.480638671,0.472138116,0.047988687
2000-8-7,6.285525572,-0.48491994,0.49638706,0.047616659
2000-8-8,6.341232835,-0.489051897,0.520300205,0.047218423
2000-8-9,6.398662767,-0.493024606,0.543865314,0.046797902
2000-8-10,6.457733731,-0.496829288,0.567072303,0.046356802
2000-8-11,6.518367908,-0.500457057,0.589912726,0.045899014
2000-8-14,6.58048747,-0.503899547,0.612379923,0.045427995
2000-8-15,6.644014232,-0.507149229,0.634468982,0.044945766
2000-8-16,6.708869936,-0.510199593,0.656176493,0.044452843
2000-8-17,6.77498306,-0.513043461,0.677500095,0.043954407
2000-8-18,6.842282033,-0.515673745,0.698439098,0.043455685
2000-8-21,6.910694793,-0.518083428,0.718994339,0.042961949
2000-8-22,6.980145759,-0.520266077,0.739167901,0.042476515
2000-8-23,7.05055743,-0.522216071,0.758962908,0.042000902
2000-8-24,7.121850307,-0.523928823,0.778383331,0.041534373
2000-8-25,7.193943867,-0.525400926,0.797433608,0.041074323
2000-8-28,7.266758163,-0.526629782,0.816118215,0.040617825
2000-8-29,7.340214549,-0.527613277,0.834441428,0.040162796
2000-8-30,7.414236631,-0.528348808,0.852407179,0.03971085
2000-8-31,7.488744694,-0.528834007,0.870019647,0.039263443
2000-9-1,7.563655617,-0.52906697,0.887283252,0.038821035
2000-9-4,7.638885216,-0.529047432,0.904202962,0.038378377
2000-9-5,7.714349063,-0.528775893,0.920782923,0.037930234
2000-9-6,7.789963952,-0.528253169,0.937026282,0.037473153
2000-9-7,7.865645297,-0.527481508,0.952936048,0.037000384
2000-9-8,7.941308914,-0.526463902,0.968514102,0.036505424
2000-9-11,8.016870722,-0.525204063,0.983761081,0.035982181
2000-9-12,8.092247322,-0.523705616,0.998676232,0.035427753
2000-9-13,8.167364613,-0.521970949,1.013258577,0.03484552
2000-9-14,8.242152495,-0.520002603,1.027507914,0.034238124
2000-9-15,8.316543306,-0.517803397,1.041424658,0.033607322
2000-9-18,8.390478719,-0.515374985,1.055008985,0.032958774
2000-9-19,8.463904134,-0.512719232,1.068261791,0.032295794
2000-9-20,8.536764707,-0.50983874,1.081184284,0.031617589
2000-9-21,8.609002348,-0.506737229,1.093777285,0.030919871
2000-9-22,8.680554036,-0.503419745,1.106040574,0.030195565
2000-9-25,8.751353989,-0.499892113,1.11797188,0.02943836
2000-9-26,8.82133351,-0.496160985,1.129566875,0.028642405
2000-9-27,8.890427542,-0.492232039,1.14081997,0.027806715
2000-9-28,8.958572611,-0.488110894,1.151725243,0.026930163
2000-9-29,9.025709637,-0.483802157,1.162275666,0.026015649
2000-10-9,9.091782243,-0.479310436,1.17246411,0.025065249
