Timestamp,Open,High,Low,Close,Volume (BTC),Volume (Currency),Weighted Price,High Minus Low,Return1,Return2,Return3,Return4,Return5,MA5,Correlation MA5 and close 30,Sum3,Sum5,Sum5 Minus Sum3,RSI6,RSI14,MACD12_26,Rate of change 9,Rate of change 14,Williams R,ATR5,ATR10,Aroon stochastic oscillator,CCI,DEMA
2020-11-30 8:15,18456.13,18503.15,18403.56,18444.89,45.34,836841.14,18456.9,99.59,-19.57,-174.79,12.8,-59.31,1.97,18572.162,0.601707075,55548.6,92860.81,37312.21,36.2044571,43.76541497,19.65629377,-0.002322609,-0.006132969,0.822356711,111.024,95.504,0,-537.6029283,18542.71808
2020-11-30 8:30,18440.53,18531.59,18428.03,18497.79,80.52,1488980.32,18492.28,103.56,52.9,-19.57,-174.79,12.8,-59.31,18534.568,0.580748168,55407.14,92672.84,37265.7,21.05865241,46.19726764,13.53871429,-0.002311677,-0.006817269,0.651153759,118.196,99.482,0.219620542,-687.8959793,18526.04211
2020-11-30 8:45,18504.08,18520.38,18462.1,18471.42,49.66,918379.25,18493.1,58.28,-26.37,52.9,-19.57,-174.79,12.8,18503.562,0.525771979,55414.1,92517.81,37103.71,19.00268583,39.92952439,6.487861822,-0.004482985,-0.006355715,0.736496327,107.874,96.234,0.1101424,1105.852796,18505.22754
2020-11-30 9:00,18482.41,18521.56,18414.88,18470,77.05,1421823.68,18452.17,106.68,-1.42,-26.37,52.9,-19.57,-174.79,18469.712,0.488247667,55439.21,92348.56,36909.35,22.82434013,41.78284083,0.776477561,-0.011442539,-0.003377831,0.741091945,123.472,101.607,0.104247104,406.5922632,18489.7068
2020-11-30 9:15,18474.35,18500,18415.8,18415.8,49.3,909971.82,18456.41,84.2,-54.2,-1.42,-26.37,52.9,-19.57,18459.98,0.528973208,55357.22,92299.9,36942.68,16.06678925,41.94252384,-8.030749168,-0.014447365,-0.008462298,0.916502152,90.462,106.323,0,308.560335,18460.74806
2020-11-30 9:30,18420.35,18422.01,18342,18397.54,93.66,1721711.44,18383.17,80.01,-18.26,-54.2,-1.42,-26.37,52.9,18450.51,0.571788648,55283.34,92252.55,36969.21,30.62749898,37.51718037,-16.2961177,-0.012289513,-0.004883753,0.844421412,86.546,98.785,0,295.4577061,18433.84021
2020-11-30 9:45,18405.19,18491.49,18387.05,18491.14,79.86,1473983.41,18457.46,104.44,93.6,-18.26,-54.2,-1.42,-26.37,18449.18,0.578458608,55304.48,92245.9,36941.42,59.37168947,50.23262276,-15.11945637,-0.007946135,-0.002670349,0.582229194,86.722,102.459,0.324751926,157.9062898,18445.56966
2020-11-30 10:00,18490.87,18533.33,18458.65,18527.73,237.76,4399721.25,18504.65,74.68,36.59,93.6,-18.26,-54.2,-1.42,18460.442,0.576143061,55416.41,92302.21,36885.8,56.49612091,49.07029773,-11.10640882,0.003426583,-0.001448158,0.479733326,90.002,98.938,0.538620661,45.78946256,18467.02393
2020-11-30 10:15,18521.85,18573.89,18494.26,18569.11,82.61,1532287.59,18547.78,79.63,41.38,36.59,93.6,-18.26,-54.2,18480.264,0.542963304,55587.98,92401.32,36813.34,69.90001247,51.00426191,-4.534745827,0.006734657,-0.006137941,0.363819715,84.592,104.032,0.70981755,-46.18471821,18497.07203
2020-11-30 10:30,18559.95,18600,18540.73,18558.04,66.61,1237084.55,18571.69,59.27,-11.07,41.38,36.59,93.6,-18.26,18508.712,0.524482411,55654.88,92543.56,36888.68,67.25581986,39.59410252,-0.217405921,0.003257146,-0.006835151,0.394828987,79.606,85.034,0.93547823,-98.23503952,18515.90879
2020-11-30 10:45,18552.25,18566.73,18521.06,18521.06,55.28,1024547.4,18533.81,45.67,-36.98,-11.07,41.38,36.59,93.6,18533.416,0.534256942,55648.21,92667.08,37018.87,72.12441872,37.11743326,0.217631395,0.002687395,-0.005658083,0.491812119,72.738,79.642,0.719939383,-49.2597294,18517.6865
2020-11-30 11:00,18526.36,18644.46,18516.75,18613.37,126.21,2346348.84,18590.67,127.71,92.31,-36.98,-11.07,41.38,36.59,18557.862,0.537237626,55692.47,92789.31,37096.84,84.59574021,49.02703106,7.919753151,0.007762317,-0.001388468,0.110932739,77.392,82.057,1,-158.4437382,18549.50375
2020-11-30 11:15,18605,18670,18585.01,18648.81,53.68,1000818.76,18644.54,84.99,35.44,92.31,-36.98,-11.07,41.38,18582.078,0.555131868,55783.24,92910.39,37127.15,81.06534011,50.68778643,16.69104794,0.012652722,0.009984045,0.064603659,79.454,84.728,1,-286.4213756,18584.62989
2020-11-30 11:30,18638.88,18681.81,18592.3,18637,48.03,895452.17,18642.64,89.51,-11.81,35.44,92.31,-36.98,-11.07,18595.656,0.577380032,55899.18,92978.28,37079.1,73.85892696,66.21903984,22.43082536,0.013015871,0.010415351,0.131867808,81.43,83.011,0.952998766,-596.3176172,18606.36161
2020-11-30 11:45,18641.07,18668.48,18600,18628.67,49.65,925296.91,18635.14,68.48,-8.33,-11.81,35.44,92.31,-36.98,18609.782,0.605820242,55914.48,93048.91,37134.43,65.19833051,67.64857161,26.0076786,0.007437616,0.00707544,0.156381507,83.272,81.439,0.919847176,2422.391244,18619.16841
2020-11-30 12:00,18617.47,18752.25,18617.47,18741.48,171.83,3210851.63,18685.85,134.78,112.81,-8.33,-11.81,35.44,92.31,18653.866,0.662658524,56007.15,93269.33,37262.18,80.8114469,70.98696215,37.51276102,0.011536761,0.014620424,0.026252285,101.094,86.916,1,479.3830969,18665.34822
2020-11-30 12:15,18738.43,18819,18713.61,18772.87,148,2778427.46,18773.79,105.39,31.39,112.81,-8.33,-11.81,35.44,18685.766,0.720460947,56143.02,93428.83,37285.81,93.10467369,75.7388172,48.60326421,0.010973062,0.016397943,0.096708595,96.63,87.011,1,313.8190228,18709.15559
2020-11-30 12:30,18780.3,18819.02,18737.49,18765.13,57.2,1073985.7,18776.94,81.53,-7.74,31.39,112.81,-8.33,-11.81,18709.03,0.762926803,56279.48,93545.15,37265.67,86.56490006,74.93013312,56.12108564,0.011159045,0.018969037,0.112972202,95.938,87.696,0.969262539,202.387874,18738.02877
2020-11-30 12:45,18780.87,18865.74,18772.1,18865.74,104.42,1965580.91,18824.02,93.64,100.61,-7.74,31.39,112.81,-8.33,18754.778,0.820675448,56403.74,93773.89,37370.15,89.77573851,85.24389124,69.39742909,0.018610166,0.025449055,0,98.158,89.794,1,163.0578922,18791.51251
2020-11-30 13:00,18856.03,18928,18817.95,18928,130.52,2463346.36,18873.59,110.05,62.26,100.61,-7.74,31.39,112.81,18814.644,0.865446536,56558.87,94073.22,37514.35,95.02674687,88.87160801,83.97487847,0.016903441,0.023625369,0,106.472,94.872,1,133.7652094,18850.35129
2020-11-30 13:15,18928,18956.46,18869.8,18947.35,98.81,1868175.25,18907.04,86.66,19.35,62.26,100.61,-7.74,31.39,18855.818,0.895958235,56741.09,94279.09,37538,97.68356892,87.51274933,95.98256811,0.016008528,0.022648214,0.018300155,96.848,98.971,1,113.6124267,18898.70283
2020-11-30 13:30,18956.46,19016.9,18891.44,18989.73,304.15,5771977.93,18977.36,125.46,42.38,19.35,62.26,100.61,-7.74,18899.19,0.916867542,56865.08,94495.95,37630.87,97.06495947,87.63053028,107.6772245,0.018926329,0.022651597,0.051986071,100.862,98.746,1,103.5103735,18946.68848
2020-11-30 13:45,18976.4,19231.24,18976.4,19165.93,308.32,5898662.64,19131.56,254.84,176.2,42.38,19.35,62.26,100.61,18979.35,0.942394594,57103.01,94896.75,37793.74,98.10530459,89.85798231,129.6684541,0.028840492,0.032756153,0.091407857,135.524,115.731,1,132.062146,19038.4819
2020-11-30 14:00,19185,19350,19166.75,19245.4,243.48,4694051,19278.69,183.25,79.47,176.2,42.38,19.35,62.26,19055.282,0.957070013,57401.06,95276.41,37875.35,100,100,151.7598339,0.026887951,0.039108993,0.125532553,152.216,125.187,1,140.3711458,19130.41462
2020-11-30 14:15,19243.83,19300.55,19153.82,19279.93,162.54,3126624.1,19235.85,146.73,34.53,79.47,176.2,42.38,19.35,19125.668,0.965750646,57691.26,95628.34,37937.08,100,100,170.0929682,0.027010255,0.035810818,0.084092409,159.552,133.012,1,105.5525926,19207.1724
2020-11-30 14:30,19279.64,19426.64,19212.43,19406.49,329.18,6369424.61,19349.41,214.21,126.56,34.53,79.47,176.2,42.38,19217.496,0.975626263,57931.82,96087.48,38155.66,100,100,192.614108,0.034178287,0.040628866,0.023941637,185.062,140.955,1,106.9321736,19302.79894
2020-11-30 14:45,19388.55,19808,19353,19502.63,814.19,15983345.86,19630.95,455,96.14,126.56,34.53,79.47,176.2,19320.076,0.981491849,58189.05,96600.38,38411.33,100,100,215.7331307,0.033759079,0.046446853,0.251188616,250.97,175.916,1,130.7825924,19402.02302
2020-11-30 15:00,19523.6,19864.15,19495.05,19825,515.69,10159911.14,19701.68,369.1,322.37,96.14,126.56,34.53,79.47,19451.89,0.985530135,58734.12,97259.45,38525.33,100,100,257.1039534,0.04739011,0.064219829,0.030969426,273.822,204.673,1,130.837641,19578.3402
